InvoiceNo,InvoiceValue,TotalQuantity,NumItems,ValueBin
555742,388.0,197,10,£200-500
555743,248.06,106,14,£200-500
555744,247.44,288,18,£200-500
555745,184.52,71,10,£100-200
555746,105.6,44,26,£100-200
555751,34.0,4,1,<£50
555759,166.8,24,1,£100-200
555798,1121.1299999999999,875,11,>£1K
555808,96.14,74,5,£50-100
555810,585.84,346,33,£500-1K
555813,87.9,60,6,£50-100
555815,916.74,568,49,£500-1K
555816,47.2,16,1,<£50
555817,14.850000000000001,3,1,<£50
555818,255.96000000000004,60,2,£200-500
555819,430.98,214,22,£200-500
555820,304.71999999999997,196,11,£200-500
555829,392.4,202,14,£200-500
555832,308.7,44,10,£200-500
555834,85.0,250,1,£50-100
555835,783.07,310,98,£500-1K
555836,531.36,469,20,£500-1K
555839,25.5,30,2,<£50
555840,70.2,36,1,£50-100
555841,139.82,155,49,£100-200
555842,122.76,22,6,£100-200
555844,160.15,70,34,£100-200
555845,524.5,549,121,£500-1K
555846,149.15,21,8,£100-200
555847,234.07,179,18,£200-500
555848,424.24,182,21,£200-500
555849,315.86,458,9,£200-500
555850,387.42,320,47,£200-500
555851,585.17,346,105,£500-1K
555852,189.28,78,11,£100-200
555853,257.68,194,75,£200-500
555854,167.81,68,30,£100-200
555855,2517.44,1912,47,>£1K
555856,298.89,130,32,£200-500
555857,133.62,104,23,£100-200
555859,198.57,261,13,£100-200
555861,166.4,80,4,£100-200
555863,121.67999999999999,72,1,£100-200
555865,413.93,157,36,£200-500
555866,306.68,316,16,£200-500
555869,5.15,1,1,<£50
555870,68.7,66,2,£50-100
555871,263.16,224,3,£200-500
555872,307.72,336,21,£200-500
555875,7.25,3,3,<£50
555876,161.02,358,15,£100-200
555878,4.95,1,1,<£50
555884,147.62,70,4,£100-200
555896,1008.61,618,54,>£1K
555916,181.63,39,16,£100-200
555917,199.5,20,3,£100-200
555918,211.92000000000002,66,8,£200-500
555920,10999.52,2274,12,>£1K
555921,301.78,268,17,£200-500
555923,1403.3799999999999,387,149,>£1K
555924,1366.71,340,144,>£1K
555925,1227.03,257,137,>£1K
555926,18.24,14,3,<£50
555927,24.0,72,2,<£50
555929,765.8199999999999,402,8,£500-1K
555930,341.07,283,24,£200-500
555932,165.36,58,10,£100-200
555934,557.7,456,7,£500-1K
555938,410.45,179,17,£200-500
555939,57.78,30,3,£50-100
555940,357.6,98,9,£200-500
555942,322.55,91,18,£200-500
555944,163.69,72,10,£100-200
555945,511.3,64,8,£500-1K
555946,184.59,77,24,£100-200
555948,166.86,147,7,£100-200
555949,596.13,395,26,£500-1K
555950,136.5,325,6,£100-200
555979,891.4200000000001,681,36,£500-1K
556009,302.54,178,15,£200-500
556010,598.0,1380,5,£500-1K
556016,452.4,232,5,£200-500
556017,512.7,406,29,£500-1K
556018,26.400000000000002,48,2,<£50
556019,221.4,64,7,£200-500
556020,114.71,82,20,£100-200
556021,477.68,317,22,£200-500
556022,79.19999999999999,40,4,£50-100
556023,209.28,49,25,£200-500
556032,542.22,140,15,£500-1K
556033,7.95,1,1,<£50
556034,313.20000000000005,96,2,£200-500
556035,54.48,152,4,£50-100
556036,52.8,8,3,£50-100
556038,173.66,179,22,£100-200
556039,501.5,314,12,£500-1K
556040,320.58000000000004,146,21,£200-500
556041,336.84000000000003,205,56,£200-500
556042,1037.3700000000001,412,66,>£1K
556043,243.92999999999998,73,13,£200-500
556044,165.55,51,9,£100-200
556045,408.04,197,24,£200-500
556047,276.24,90,4,£200-500
556048,298.48,148,16,£200-500
556049,382.70000000000005,66,2,£200-500
556050,279.04,128,16,£200-500
556051,180.04,49,16,£100-200
556052,14.5,10,1,<£50
556053,112.7,46,2,£100-200
556054,222.07,183,16,£200-500
556055,358.0,200,2,£200-500
556056,426.05,261,99,£200-500
556058,524.5,244,29,£500-1K
556059,320.91999999999996,260,9,£200-500
556062,379.5,114,4,£200-500
556063,193.2,82,41,£100-200
556064,300.63,171,6,£200-500
556065,146.3,74,8,£100-200
556066,388.36,382,3,£200-500
556067,269.9,150,31,£200-500
556068,5.76,48,1,<£50
556070,396.14000000000004,181,8,£200-500
556071,481.36,497,29,£200-500
556072,952.65,263,20,£500-1K
556073,462.15000000000003,221,22,£200-500
556079,351.2,252,13,£200-500
556080,4801.22,1014,93,>£1K
556081,713.8299999999999,93,43,£500-1K
556082,788.0,125,71,£500-1K
556083,363.43,58,26,£200-500
556084,135.0,52,5,£100-200
556085,542.31,73,42,£500-1K
556086,200.79,35,21,£200-500
556087,480.21,54,40,£200-500
556088,144.64,18,13,£100-200
556089,290.18,41,32,£200-500
556090,200.13,59,23,£200-500
556091,410.52,54,30,£200-500
556092,324.18,56,33,£200-500
556093,950.51,147,58,£500-1K
556094,359.05,48,30,£200-500
556095,796.87,120,56,£500-1K
556097,15.9,2,1,<£50
556098,62.5,5,1,£50-100
556099,3.75,1,1,<£50
556100,300.14,222,14,£200-500
556102,878.55,621,55,£500-1K
556103,237.57000000000002,162,28,£200-500
556104,384.2,284,22,£200-500
556105,307.9,259,17,£200-500
556106,393.34000000000003,187,49,£200-500
556107,330.95,167,60,£200-500
556108,1698.38,455,220,>£1K
556109,200.17000000000002,67,12,£200-500
556110,124.60000000000001,160,3,£100-200
556111,313.0,288,22,£200-500
556112,340.78000000000003,256,21,£200-500
556113,585.3199999999999,421,38,£500-1K
556115,99.96,76,7,£50-100
556116,136.7,154,11,£100-200
556120,290.2,521,19,£200-500
556121,132.18,68,20,£100-200
556125,303.62,136,15,£200-500
556128,196.66,94,7,£100-200
556129,438.0,294,10,£200-500
556130,316.02000000000004,154,11,£200-500
556139,307.76,116,12,£200-500
556179,308.2,426,15,£200-500
556181,410.87,120,13,£200-500
556182,102.97999999999999,77,20,£100-200
556183,360.04,162,21,£200-500
556184,337.55,205,14,£200-500
556185,30.6,36,2,<£50
556186,213.70000000000002,146,10,£200-500
556187,299.78,98,15,£200-500
556188,90.0,220,20,£50-100
556189,400.7,234,21,£200-500
556190,72.52,28,4,£50-100
556191,184.28,116,6,£100-200
556192,82.2,64,4,£50-100
556193,306.86,388,24,£200-500
556195,535.01,355,25,£500-1K
556196,62.040000000000006,16,3,£50-100
556197,202.38,114,13,£200-500
556198,294.2,167,38,£200-500
556199,319.29,232,21,£200-500
556202,109.3,90,20,£100-200
556204,308.68,102,18,£200-500
556205,203.98000000000002,94,13,£200-500
556207,128.76,110,19,£100-200
556208,506.67999999999995,198,12,£500-1K
556214,301.32,455,20,£200-500
556216,300.55,99,14,£200-500
556218,352.91,97,17,£200-500
556219,309.65999999999997,84,15,£200-500
556222,539.12,539,46,£500-1K
556228,115.2,16,2,£100-200
556229,304.48,178,20,£200-500
556230,226.28,58,6,£200-500
556234,26.36,11,10,<£50
556236,45.2,16,3,<£50
556237,2106.34,604,246,>£1K
556238,378.7,109,12,£200-500
556239,158.85,67,9,£100-200
556240,105.0,140,7,£100-200
556243,1282.38,288,153,>£1K
556244,302.72,86,28,£200-500
556245,538.4300000000001,200,64,£500-1K
556246,161.38,176,30,£100-200
556247,270.55,138,15,£200-500
556248,332.64,188,14,£200-500
556249,24.900000000000002,6,1,<£50
556252,480.96000000000004,343,19,£200-500
556253,185.8,30,9,£100-200
556254,136.25,119,10,£100-200
556255,16488.0,3600,12,>£1K
556256,196.68,198,15,£100-200
556257,294.86,196,30,£200-500
556263,491.38,242,56,£200-500
556264,532.9,94,10,£500-1K
556266,8.5,1,1,<£50
556267,3027.31,9811,31,>£1K
556271,155.10000000000002,50,7,£100-200
556279,215.39000000000001,59,18,£200-500
556280,354.01,118,34,£200-500
556282,178.22,212,13,£100-200
556283,314.11,193,17,£200-500
556284,302.8,94,14,£200-500
556285,72.0,70,8,£50-100
556288,273.66,297,18,£200-500
556290,383.28000000000003,170,22,£200-500
556296,309.34000000000003,350,22,£200-500
556298,105.84,134,9,£100-200
556302,1035.76,488,5,>£1K
556303,313.45000000000005,115,20,£200-500
556304,572.8,296,16,£500-1K
556318,399.18,382,16,£200-500
556323,599.4499999999999,115,6,£500-1K
556325,149.89000000000001,55,14,£100-200
556329,157.76,44,13,£100-200
556330,272.41,249,44,£200-500
556341,506.19,223,26,£500-1K
556365,271.04,158,46,£200-500
556386,74.16,36,3,£50-100
556397,358.0,200,2,£200-500
556408,124.14999999999999,97,33,£100-200
556413,120.49000000000001,45,26,£100-200
556416,247.25,64,24,£200-500
556417,19.8,4,1,<£50
556419,156.4,48,10,£100-200
556425,197.37,161,29,£100-200
556426,249.49,145,21,£200-500
556427,435.69,92,32,£200-500
556428,535.9,83,39,£500-1K
556429,257.4,46,26,£200-500
556431,15.67,3,3,<£50
556432,299.67,139,10,£200-500
556433,1310.63,258,53,>£1K
556434,658.78,267,26,£500-1K
556435,151.2,74,8,£100-200
556437,110.78999999999999,65,8,£100-200
556439,147.75,25,4,£100-200
556440,428.44,364,15,£200-500
556441,360.07,162,35,£200-500
556442,297.0,60,1,£200-500
556444,38970.0,60,1,>£1K
556446,649.5,1,1,£500-1K
556447,314.16,144,9,£200-500
556454,40.8,48,1,<£50
556455,734.44,580,18,£500-1K
556456,3.75,1,1,<£50
556459,1434.03,354,173,>£1K
556460,379.2,296,24,£200-500
556461,830.54,558,8,£500-1K
556462,213.8,89,17,£200-500
556464,80.82,54,7,£50-100
556465,110.17999999999999,21,17,£100-200
556466,189.05,31,6,£100-200
556467,186.55,57,18,£100-200
556468,111.03,33,9,£100-200
556470,301.42,148,18,£200-500
556471,198.76999999999998,153,12,£100-200
556472,255.8,124,15,£200-500
556473,384.09000000000003,217,77,£200-500
556474,363.7,163,81,£200-500
556475,417.33,497,22,£200-500
556476,302.62,182,13,£200-500
556477,199.73,86,15,£100-200
556478,226.48999999999998,455,20,£200-500
556479,262.88,86,20,£200-500
556480,131.10999999999999,113,13,£100-200
556481,147.76000000000002,72,27,£100-200
556482,709.44,411,29,£500-1K
556483,110.78,40,24,£100-200
556484,2133.4,2190,205,>£1K
556485,210.95,48,17,£200-500
556486,375.04,688,32,£200-500
556487,167.35999999999999,134,34,£100-200
556488,161.9,44,15,£100-200
556489,110.12,58,30,£100-200
556490,302.24,96,16,£200-500
556491,274.74,260,57,£200-500
556492,587.52,376,8,£500-1K
556494,532.22,332,63,£500-1K
556495,304.31,179,56,£200-500
556496,45.0,36,1,<£50
556497,175.09,97,11,£100-200
556498,35.849999999999994,3,2,<£50
556499,44.85,3,2,<£50
556500,102.72,32,6,£100-200
556501,394.42,250,20,£200-500
556502,491.71000000000004,224,32,£200-500
556503,1101.86,715,76,>£1K
556504,376.58,330,26,£200-500
556505,462.9599999999999,696,2,£200-500
556506,50.88,48,1,£50-100
556508,136.95,47,7,£100-200
556512,143.54,120,14,£100-200
556513,395.64,47,29,£200-500
556514,23.25,2,2,<£50
556515,208.70999999999998,37,22,£200-500
556516,351.42,50,31,£200-500
556519,3.3200000000000003,3,2,<£50
556520,118.08,39,20,£100-200
556521,116.75999999999999,44,13,£100-200
556523,9.75,15,1,<£50
556527,112.35,64,27,£100-200
556528,312.44,236,19,£200-500
556531,765.03,321,39,£500-1K
556533,249.94,206,10,£200-500
556534,53.150000000000006,65,3,£50-100
556536,187.14000000000001,150,29,£100-200
556537,310.48,274,20,£200-500
556538,426.18,330,21,£200-500
556539,147.0,28,9,£100-200
556540,146.20000000000002,76,4,£100-200
556541,271.6,115,10,£200-500
556542,264.66,210,37,£200-500
556571,178.94,106,12,£100-200
556572,149.2,112,4,£100-200
556573,480.98,157,25,£200-500
556574,1336.2,409,3,>£1K
556575,212.0,94,41,£200-500
556576,134.48,71,31,£100-200
556577,164.41,91,11,£100-200
556579,1109.53,520,70,>£1K
556580,311.4,120,16,£200-500
556596,110.75,112,9,£100-200
556625,8.39,3,3,<£50
556629,593.72,284,25,£500-1K
556630,315.05,135,15,£200-500
556631,58.08,120,6,£50-100
556632,114.15,17,10,£100-200
556636,1715.65,451,189,>£1K
556641,189.47,91,13,£100-200
556642,133.91,83,20,£100-200
556667,254.12,196,4,£200-500
556670,786.36,388,7,£500-1K
556671,259.08,130,80,£200-500
556672,293.0,150,23,£200-500
556679,35.04,48,3,<£50
556680,306.46000000000004,132,14,£200-500
556681,121.52,108,7,£100-200
556682,201.83999999999997,195,16,£200-500
556683,212.04000000000002,112,12,£200-500
556684,83.4,12,1,£50-100
556685,597.07,381,40,£500-1K
556714,976.25,555,6,£500-1K
556718,2145.0,780,2,>£1K
556719,188.44,328,9,£100-200
556720,372.6,84,4,£200-500
556721,690.3399999999999,397,23,£500-1K
556722,236.28,90,10,£200-500
556723,3060.4,756,7,>£1K
556724,246.49,89,14,£200-500
556725,2496.0,200,1,>£1K
556726,8915.52,2096,9,>£1K
556727,555.8,234,24,£500-1K
556728,342.15000000000003,170,75,£200-500
556730,5.9,2,1,<£50
556731,103.72,52,24,£100-200
556732,474.87,238,52,£200-500
556733,325.36,279,51,£200-500
556734,510.87,253,29,£500-1K
556740,147.42000000000002,182,35,£100-200
556746,32.55,15,3,<£50
556751,1393.48,748,13,>£1K
556767,454.68,329,13,£200-500
556768,433.0,88,20,£200-500
556776,211.47,114,55,£200-500
556777,714.35,386,44,£500-1K
556778,393.78000000000003,125,37,£200-500
556779,143.4,82,13,£100-200
556780,275.14,107,26,£200-500
556781,1172.6,666,54,>£1K
556782,106.15,38,17,£100-200
556783,451.26,198,9,£200-500
556784,969.99,326,102,£500-1K
556785,102.0,24,1,£100-200
556786,109.20000000000002,72,3,£100-200
556788,414.1,133,11,£200-500
556789,14.850000000000001,3,1,<£50
556790,256.77,102,16,£200-500
556791,176.6,136,19,£100-200
556792,150.37,195,15,£100-200
556794,120.45,150,4,£100-200
556795,123.13,119,6,£100-200
556797,230.57999999999998,158,17,£200-500
556803,2274.39,459,71,>£1K
556804,554.62,318,10,£500-1K
556805,213.8,124,2,£200-500
556806,122.04,36,1,£100-200
556808,305.51,63,13,£200-500
556809,223.48,82,21,£200-500
556810,1.69,1,1,<£50
556811,155.28,312,9,£100-200
556812,3393.04,838,295,>£1K
556813,1464.52,352,186,>£1K
556814,153.24,34,9,£100-200
556815,564.61,345,25,£500-1K
556817,151.2,720,1,£100-200
556821,296.04,31,22,£200-500
556822,143.3,154,9,£100-200
556823,77.72,8,8,£50-100
556824,256.34000000000003,37,25,£200-500
556825,465.28,69,38,£200-500
556826,1093.31,169,65,>£1K
556827,171.63,101,10,£100-200
556828,184.19,196,32,£100-200
556830,44.95,15,3,<£50
556831,160.0,20,1,£100-200
556842,40.0,10,1,<£50
556845,4415.4400000000005,3007,55,>£1K
556876,173.82,121,79,£100-200
556878,112.1,46,9,£100-200
556879,151.42,49,33,£100-200
556881,263.06,86,7,£200-500
556882,340.28000000000003,146,35,£200-500
556883,353.43,135,19,£200-500
556885,17.700000000000003,6,1,<£50
556887,119.28999999999999,101,16,£100-200
556889,111.37,75,8,£100-200
556890,1063.3500000000001,509,29,>£1K
556891,139.64,88,9,£100-200
556892,120.94,52,7,£100-200
556903,144.26,45,15,£100-200
556905,336.11,168,99,£200-500
556906,306.1,166,18,£200-500
556907,15.350000000000001,3,2,<£50
556908,302.46000000000004,254,10,£200-500
556909,76.5,6,3,£50-100
556910,873.87,859,99,£500-1K
556912,289.86,245,51,£200-500
556913,392.0,208,12,£200-500
556914,276.79,177,25,£200-500
556915,192.54,86,56,£100-200
556916,203.39,152,71,£200-500
556921,76.38,42,4,£50-100
556922,14.25,5,5,<£50
556926,166.56,97,51,£100-200
556929,53.91,25,2,£50-100
556931,171.84,96,1,£100-200
556932,1456.75,457,196,>£1K
556935,360.9,283,24,£200-500
556936,90.22,34,9,£50-100
556937,1175.32,626,48,>£1K
556942,683.17,607,41,£500-1K
556954,455.3,320,31,£200-500
556956,1084.24,632,6,>£1K
556958,305.2,140,18,£200-500
556959,323.0,172,13,£200-500
556960,668.8,354,26,£500-1K
556961,810.6000000000001,420,6,£500-1K
556964,331.44,144,18,£200-500
556965,252.0,192,6,£200-500
556967,299.04,96,4,£200-500
556968,1077.1200000000001,336,3,>£1K
556969,46.95,2,2,<£50
556970,245.75,97,11,£200-500
556971,39.599999999999994,24,2,<£50
556972,149.52,48,4,£100-200
556977,52.800000000000004,96,4,£50-100
556998,305.4,96,6,£200-500
557002,180.0,48,1,£100-200
557005,302.14,438,12,£200-500
557006,214.2,233,12,£200-500
557008,112.88000000000001,92,14,£100-200
557009,300.11,509,29,£200-500
557010,129.3,38,4,£100-200
557011,359.08000000000004,156,16,£200-500
557012,62.4,24,3,£50-100
557013,542.74,137,27,£500-1K
557014,87.44,88,4,£50-100
557015,331.0,130,8,£200-500
557016,169.66,58,24,£100-200
557017,181.56,204,3,£100-200
557018,5.9,2,1,<£50
557019,278.34,99,65,£200-500
557020,212.47,209,15,£200-500
557021,395.3,284,26,£200-500
557023,183.95000000000002,53,9,£100-200
557024,5.88,14,5,<£50
557026,460.11,513,30,£200-500
557032,141.29999999999998,90,10,£100-200
557033,189.5,82,10,£100-200
557034,421.08,336,23,£200-500
557038,35.400000000000006,12,2,<£50
557039,297.15,181,12,£200-500
557040,263.09,99,15,£200-500
557041,88.55,33,5,£50-100
557042,15.8,4,1,<£50
557057,1830.72,2014,68,>£1K
557058,69.30000000000001,14,2,£50-100
557063,190.95,107,22,£100-200
557064,324.29,156,69,£200-500
557065,161.46,102,8,£100-200
557066,301.88,199,18,£200-500
557067,1221.55,768,34,>£1K
557068,13.440000000000001,48,3,<£50
557070,376.77,153,20,£200-500
557089,343.44,120,4,£200-500
557092,432.0,600,1,£200-500
557100,108.7,154,3,£100-200
557103,113.06,51,7,£100-200
557109,304.08000000000004,88,2,£200-500
557110,102.0,12,1,£100-200
557112,2271.0299999999997,642,237,>£1K
557113,117.0,36,4,£100-200
557114,158.4,144,7,£100-200
557115,361.76,204,18,£200-500
557116,305.75,45,9,£200-500
557117,620.58,573,30,£500-1K
557118,364.16,254,24,£200-500
557119,937.74,604,21,£500-1K
557120,235.94,126,14,£200-500
557121,360.03999999999996,160,5,£200-500
557122,305.18,264,19,£200-500
557123,164.22,194,37,£100-200
557124,230.57,139,8,£200-500
557125,5405.48,3104,11,>£1K
557126,115.15,83,10,£100-200
557127,117.72999999999999,68,3,£100-200
557128,80.5,18,7,£50-100
557129,463.6,204,80,£200-500
557130,144.3,270,8,£100-200
557131,217.4,60,7,£200-500
557132,368.38,348,15,£200-500
557133,305.28000000000003,288,1,£200-500
557134,511.79999999999995,236,4,£500-1K
557135,461.9,998,4,£200-500
557140,9.9,2,1,<£50
557141,387.65999999999997,238,12,£200-500
557143,832.02,192,19,£500-1K
557144,600.08,128,12,£500-1K
557145,802.13,459,28,£500-1K
557146,86.84,56,7,£50-100
557149,13.05,19,7,<£50
557150,174.27,46,13,£100-200
557151,35.88,18,16,<£50
557152,13.899999999999999,2,2,<£50
557153,474.54,214,43,£200-500
557208,351.97,215,22,£200-500
557210,265.05,130,33,£200-500
557211,1025.3400000000001,186,21,>£1K
557212,610.5600000000001,576,1,£500-1K
557213,218.14000000000001,119,51,£200-500
557214,964.77,544,21,£500-1K
557215,68.22,90,5,£50-100
557216,42.42,24,3,<£50
557217,1987.19,1259,98,>£1K
557218,98.16,36,5,£50-100
557219,323.28,406,17,£200-500
557220,58.08,60,3,£50-100
557221,233.53,170,36,£200-500
557223,379.22,174,10,£200-500
557225,411.48,229,10,£200-500
557226,252.63000000000002,205,16,£200-500
557227,23.0,4,1,<£50
557228,17.700000000000003,6,1,<£50
557229,12.4,4,3,<£50
557230,135.0,204,8,£100-200
557231,1940.53,379,58,>£1K
557233,405.76,269,64,£200-500
557235,245.5,108,11,£200-500
557237,68.9,30,3,£50-100
557248,213.73,99,13,£200-500
557250,68.44,26,18,£50-100
557251,147.95,320,15,£100-200
557252,11.9,2,1,<£50
557253,11.629999999999999,3,2,<£50
557254,6.6,2,2,<£50
557255,163.2,64,1,£100-200
557256,274.56,344,5,£200-500
557257,535.86,150,9,£500-1K
557258,126.9,58,7,£100-200
557259,191.94,98,7,£100-200
557260,345.5,202,22,£200-500
557261,192.05,37,8,£100-200
557262,174.53,88,23,£100-200
557264,177.34,246,13,£100-200
557265,341.81,106,13,£200-500
557266,120.25,69,7,£100-200
557267,245.82,269,43,£200-500
557268,655.79,303,58,£500-1K
557270,111.68,32,12,£100-200
557271,624.12,302,48,£500-1K
557272,535.0,100,2,£500-1K
557273,137.9,278,10,£100-200
557274,580.34,356,28,£500-1K
557275,318.02,414,29,£200-500
557276,184.23,202,35,£100-200
557277,118.60000000000001,48,7,£100-200
557278,1152.52,616,51,>£1K
557279,233.89,169,19,£200-500
557280,373.5,549,15,£200-500
557281,201.57,77,25,£200-500
557283,146.60999999999999,128,44,£100-200
557284,133.07,63,12,£100-200
557285,602.8,574,8,£500-1K
557286,178.51999999999998,45,6,£100-200
557287,340.58,485,14,£200-500
557289,144.23,91,26,£100-200
557290,6.95,16,2,<£50
557291,388.98,144,10,£200-500
557292,300.1,366,21,£200-500
557293,249.95000000000002,57,25,£200-500
557294,778.0,400,4,£500-1K
557296,114.5,84,29,£100-200
557298,200.5,146,8,£200-500
557299,562.4,174,32,£500-1K
557301,328.55,67,17,£200-500
557302,236.44,184,11,£200-500
557304,132.95,24,8,£100-200
557305,192.85,70,44,£100-200
557306,234.6,40,7,£200-500
557307,139.77,87,8,£100-200
557308,109.96,47,29,£100-200
557309,414.49,462,20,£200-500
557310,111.2,36,8,£100-200
557311,692.78,355,85,£500-1K
557312,408.45,234,20,£200-500
557313,88.50000000000001,30,3,£50-100
557315,125.01,38,25,£100-200
557316,151.63,228,18,£100-200
557317,134.1,24,12,£100-200
557319,880.85,571,49,£500-1K
557320,321.3,54,4,£200-500
557321,132.0,48,1,£100-200
557323,4.640000000000001,2,2,<£50
557324,1674.72,372,191,>£1K
557325,325.26,186,7,£200-500
557326,479.45000000000005,205,20,£200-500
557327,81.84,20,4,£50-100
557329,107.6,104,6,£100-200
557330,361.98,358,28,£200-500
557331,32.28,18,2,<£50
557332,22.5,6,1,<£50
557333,662.1,158,2,£500-1K
557349,298.44,154,18,£200-500
557350,587.54,393,34,£500-1K
557351,13.0,4,1,<£50
557389,336.03000000000003,166,25,£200-500
557397,131.98,73,42,£100-200
557406,242.65,132,19,£200-500
557407,97.95,37,11,£50-100
557409,561.0400000000001,226,16,£500-1K
557410,109.58,61,15,£100-200
557414,241.74,256,17,£200-500
557416,90.0,72,1,£50-100
557426,170.04,76,20,£100-200
557428,750.0,200,1,£500-1K
557429,181.44,504,1,£100-200
557430,375.0,100,1,£200-500
557431,427.13,177,23,£200-500
557442,679.62,476,85,£500-1K
557464,37.2,24,1,<£50
557468,529.67,396,95,£500-1K
557469,244.69,165,32,£200-500
557470,589.44,256,5,£500-1K
557471,532.94,220,20,£500-1K
557473,524.5,216,28,£500-1K
557476,342.11,103,16,£200-500
557477,33.75,9,1,<£50
557480,333.54,59,27,£200-500
557481,543.94,74,52,£500-1K
557482,329.4,40,20,£200-500
557484,539.81,384,83,£500-1K
557485,2876.0,1600,6,>£1K
557488,18.88,9,9,<£50
557490,243.84000000000003,96,2,£200-500
557492,183.63,535,20,£100-200
557493,520.96,124,45,£500-1K
557494,699.5899999999999,110,50,£500-1K
557495,108.28,16,10,£100-200
557496,393.1,63,34,£200-500
557497,167.59,18,17,£100-200
557498,107.04,52,2,£100-200
557500,1259.85,377,151,>£1K
557501,4.68,12,1,<£50
557502,2192.19,460,203,>£1K
557503,488.54,296,15,£200-500
557504,215.6,40,2,£200-500
557509,500.0,400,1,£200-500
557510,305.04,204,2,£200-500
557511,12.65,5,5,<£50
557513,3.9,2,1,<£50
557514,173.42000000000002,108,18,£100-200
557517,179.0,100,1,£100-200
557518,113.12,154,16,£100-200
557523,100.92,120,4,£100-200
557524,38.08,16,5,<£50
557526,91.8,52,3,£50-100
557527,712.3,402,9,£500-1K
557528,528.45,305,30,£500-1K
557529,385.78000000000003,154,5,£200-500
557560,309.1,112,16,£200-500
557568,108.94,190,8,£100-200
557570,329.84,269,69,£200-500
557571,2221.84,2668,13,>£1K
557572,870.3,429,8,£500-1K
557573,69.12,96,1,£50-100
557577,112.09,108,30,£100-200
557583,13.200000000000001,24,1,<£50
557595,492.36,162,46,£200-500
557598,202.62,127,23,£200-500
557601,69.89999999999999,18,3,£50-100
557602,379.72,156,9,£200-500
557603,290.36,106,15,£200-500
557604,653.3000000000001,271,44,£500-1K
557610,4.15,1,1,<£50
557611,353.6,358,18,£200-500
557612,246.54,493,9,£200-500
557614,313.8,636,10,£200-500
557615,648.6,310,24,£500-1K
557616,221.56,108,14,£200-500
557617,327.45,39,8,£200-500
557618,88.3,20,2,£50-100
557619,195.9,104,30,£100-200
557620,133.53,79,11,£100-200
557622,73.78,41,26,£50-100
557623,47.0,36,5,<£50
557625,469.72,336,27,£200-500
557626,883.41,480,43,£500-1K
557628,1966.66,1226,29,>£1K
557630,591.73,290,31,£500-1K
557631,410.34000000000003,178,10,£200-500
557632,260.66,116,14,£200-500
557633,302.39,95,10,£200-500
557634,190.53,108,10,£100-200
557635,194.89000000000001,157,22,£100-200
557636,355.43,208,75,£200-500
557639,246.73999999999998,313,41,£200-500
557640,1760.85,364,62,>£1K
557641,252.73999999999998,43,26,£200-500
557642,381.76,64,32,£200-500
557643,502.32000000000005,62,43,£500-1K
557644,1216.03,340,184,>£1K
557645,815.86,194,122,£500-1K
557662,7.7,4,3,<£50
557667,309.81,91,6,£200-500
557671,593.5799999999999,332,38,£500-1K
557672,135.75000000000003,43,8,£100-200
557673,1581.85,883,13,>£1K
557674,1754.97,1967,14,>£1K
557676,600.03,314,28,£500-1K
557681,193.5,31,2,£100-200
557735,313.08000000000004,100,9,£200-500
557736,55.8,74,4,£50-100
557739,116.28000000000002,173,9,£100-200
557743,152.63,105,11,£100-200
557744,406.33,386,25,£200-500
557745,497.26,489,66,£200-500
557746,163.91,75,41,£100-200
557747,333.57,237,17,£200-500
557748,86.65,32,14,£50-100
557749,249.76,239,14,£200-500
557750,300.06,426,18,£200-500
557751,250.09,99,12,£200-500
557752,29.700000000000003,6,1,<£50
557753,237.61,98,12,£200-500
557755,441.48,144,10,£200-500
557757,100.67,64,13,£100-200
557758,291.99,389,65,£200-500
557760,542.7,598,7,£500-1K
557761,183.56,305,17,£100-200
557762,507.07,326,29,£500-1K
557763,453.72,300,21,£200-500
557764,987.08,522,38,£500-1K
557765,114.56,182,16,£100-200
557766,183.76,88,3,£100-200
557767,17.4,12,1,<£50
557768,3.01,1,1,<£50
557769,195.16,70,9,£100-200
557770,335.87,429,16,£200-500
557771,374.81,235,25,£200-500
557772,222.0,156,11,£200-500
557774,123.62,38,5,£100-200
557775,332.16,144,2,£200-500
557776,630.84,366,40,£500-1K
557780,18.6,11,5,<£50
557781,52.5,42,1,£50-100
557782,406.3,112,20,£200-500
557783,4.94,4,3,<£50
557785,330.55,257,11,£200-500
557786,141.14,62,17,£100-200
557787,180.35,104,67,£100-200
557788,33.16,7,4,<£50
557790,403.81,191,21,£200-500
557792,302.25,39,10,£200-500
557793,246.23,165,33,£200-500
557794,142.5,298,8,£100-200
557795,1064.22,822,10,>£1K
557796,202.4,48,2,£200-500
557797,206.2,108,10,£200-500
557798,910.98,812,47,£500-1K
557799,726.85,603,45,£500-1K
557800,7.95,1,1,<£50
557801,573.54,242,29,£500-1K
557802,330.11,197,22,£200-500
557804,311.52,220,11,£200-500
557805,344.1,192,22,£200-500
557846,473.82,554,44,£200-500
557848,88.62,78,5,£50-100
557849,308.35,145,15,£200-500
557852,338.84,348,21,£200-500
557853,801.0,434,21,£500-1K
557854,312.47,301,44,£200-500
557855,127.19,69,20,£100-200
557856,86.31,81,5,£50-100
557857,110.69999999999999,78,8,£100-200
557858,312.68,289,82,£200-500
557859,137.45,17,7,£100-200
557860,168.1,46,7,£100-200
